artist_name,listeners,playcount,bio_summary
Kevin Gates,829661,17944440,"Kevin Gilyard (born February 5, 1986), better known by his stage name Kevin Gates, is an American rapper and singer from Baton Rouge, Louisiana. In 2013, it was announced that Gates signed to Young Money Entertainment. Kevin Gates first began rapping in 2007, when he began making music with fellow Louisiana natives such as Webbie and Lil Boosie. Gates first received attention with his 2008 single ""Get in the Way"" featuring Lil Boosie. Soon after, he and Boosie would be incarcerated in separate cases."
Jerry Daley,1781,5984,"Jerry Daley is a Spanish dance project produced by J.V. Mollá. Singles: «Gold», «Living On My Own», «Send Me An Angel», «This Is Not America» and «Love Kills»."
Andra Day,308525,2104783,"Cassandra Monique ""Andra"" Batie (born December 30, 1984), who goes by the stage name Andra Day, is an American soul, R&B, jazz, blues, disco, and pop singer who has released one album and two singles. Her debut album, Cheers to the Fall, was released on August 28, 2015. The album was produced by Adrian Gurvitz and Raphael Saadiq. She was also featured in Rolling Stone's ""10 New Artists You Need to Know"" for July 2015. NPR's Katie Presley has praised her singing by saying it has ""Eartha Kitt's unflappable confidence"
Anastacia,1068384,16307659,"Anastacia Lyn Newkirk, born September 17, 1968, is an American singer-songwriter. Her first two studio albums, ""Not That Kind"" (2000) and ""Freak of Nature"" (2001), achieved chart success with singles including ""I'm Outta Love,"" ""Not That Kind,"" ""Paid My Dues,"" and ""One Day in Your Life."" Her third album, ""Anastacia"" (2004), continued her commercial success. In 2006, her duet with Eros Ramazzotti, ""I Belong to You (Il Ritmo della Passione),"" was a hit throughout Europe."
Yurie Kokubu,236472,1988809,Kokubu Yurie is a Japanese singer-songwriter. Her husband is Japanese songwriter Iwamoto Masaki. 国分友里恵
Cascada,2271320,42477306,"Cascada is comprised of singer Natalie Horler and two German DJs and producers, Yanou and DJ Manian. Natalie was born in Bonn, Germany on September 23 1981, and is of English descent. Cascada, formerly known as Cascade, is recognized around the world as the trio behind the hit single ""Everytime We Touch"", a cover of the Maggie Reilly song. Everytime We Touch was released in the United States by Robbins Entertainment in December 2005, and peaked at #10 on March 11"
J.D.B,58,1376,
G-Eazy,2030078,54776453,"Gerald Earl Gillum (born May 24, 1989 in Oakland, CA) better known by his stage name G-Eazy, is an American rapper and record producer. His first major-label album, These Things Happen, was released on June 23, 2014. The album peaked at number 3 on the US Billboard 200. His second studio album, When It's Dark Out, was released on December 4, 2015. It featured the single ""Me, Myself & I"", which reached the top 10 of the US Billboard Hot 100. His third album"
TAEYANG,661466,29327182,
Naughty Boy,1160265,11813111,"1. Naughty Boy (real name Shahid Khan; born 1985) is a British songwriter, record producer, musician and rapper. 2. Naughty Boy, a side project from the German production team bass bumpers. Under this moniker they only released one single, ""Phat Beach (I'll Be Ready)""."
Antonia,50665,623263,"Antonia is one of the sizzling hot artists on the Romanian dance scene. Both ingenuous and sensual, she has taken both fans and critics by surprise with her powerful voice, crazy rhythms and incredible beauty. Antonia, the Romanian singer that took the music scene by surprise, spent her adolescence in the USA. The fact that she grew up in Las Vegas and Utah, among black people whose life gravitates around R'n'B and soul, has had a very strong influence on her musical style"
Generis,541,1877,
David Bisbal,360231,5278636,"David Bisbal Ferre (born June 5, 1979 in Almería, Spain) is a Latin Grammy-winning Spanish pop singer. He gained his initial fame as a runner up on the interactive reality television show Operación Triunfo produced by Television Española. He has since released five studio albums, all of which topped the Spanish Albums Chart, in addition to recording a number of live albums. He's toured throughout Europe and Latin America and is now considered to be a crossover international artist."
Verdine White,7478,12674,"Verdine White was with his brother Maurice from the beginning around 1968 right after the salty peppers. Verdine is probably one of the most serious bass players ever, check out his riffs on ""Pride' from the ""Faces"" LP. Verdine Learned from or was mentored by Louis Satterfield a member of the band's Pheonix Horns. Verdine wrote a lot of songs for the group along with Larry Dunn, Al Mckay, Philip Bailey, Ralph johnson and of course his big bro' Maurice."
will.i.am,2488382,29018764,"William James Adams Jr. (born March 15, 1975), known professionally as will.i.am, is an American hip-hop and pop musician and founding member of the Black Eyed Peas. Adams is of Jamaican descent and has rapped since his teenage years. Along with co-writing many of the Peas' hit songs, he's also had a solo career featuring multiple top 20 hit singles as well as collaborations with various artists such as Mick Jagger and Britney Spears among many others."
Marina,2194291,175940910,"There are several artists with this name: 1) Marina Lambrini Diamandis, known mononymously as Marina and previously by the stage name Marina & the Diamonds, is a Welsh singer and songwriter. Born in Brynmawr to a Welsh mother and Greek father, Diamandis was raised in Abergavenny and moved to London as a teenager to become a professional singer, despite having little formal musical experience. In 2009, she came to prominence upon placing second in the BBC's Sound of 2010."
Grupo Exterminador,66821,542513,"Hablar del GRUPO EXTERMINADOR es hablar de originalidad, perseverancia, trayectoria, versatilidad y una pieza clave dentro del género del corrido norteño en Estados Unidos y México A los 9 años, JUAN CORONA vocalista del grupo, se presentaría en publico por primera vez y gano por el estado de Guanajuato, en un concurso infantil, que se llevo a cabo a nivel nacional donde solo el 1 er lugar de cada estado participaría en la cuidad de México, en Televisa, de ahí JUAN ya sabia el sueño que quería alcanzar con el resto de sus hermanos"
Zendaya,512274,5212913,"Zendaya Maree Stoermer Coleman (b. September 1, 1996) is an American actress and singer. She has received various accolades, including two Primetime Emmy Awards and a Golden Globe Award. TIME magazine named her one of the 100 most influential people in the world in its annual list in 2022. Born and raised in Oakland, California, Zendaya began her career as a child model and backup dancer. She made her television debut as Rocky Blue on the Disney Channel sitcom Shake It Up (2010–2013) and starred as the titular character in the sitcom K."
Meghan Trainor,2095148,43663727,"Meghan Elizabeth Trainor (born December 22, 1993 in Nantucket, Massachusetts, U.S.) is an American singer-songwriter and television personality. Trainor rose to prominence with her 2014 debut single ""All About That Bass"", which topped the U.S. Billboard Hot 100 for eight consecutive weeks and topped the charts in other countries such as Australia, New Zealand, Canada, Germany, and the United Kingdom. At age 17, Trainor won the worldwide Sonicbids 2011 Tennessee Concerts Song Contest with her song ""You're Good With Me."
Mac Miller,3451549,419779671,"Malcolm McCormick, also known by his stage name Mac Miller, was an American rapper, singer-songwriter and record producer from Pittsburgh, Pennsylvania. He was also a noted record producer under the pseudonym Larry Fisherman. Raised Jewish and teaching himself music from a young age, McCormick defied the stereotypes of hip-hop and released his first mixtape under the name EZ Mac, titled ""But My Mackin' Ain't Easy"" in 2007, when McCormick was only fifteen."
Big Sean,2753858,56526559,"Sean Michael Leonard Anderson (born March 25, 1988), known professionally as Big Sean, is an American rapper. Anderson began his music career in 2007 and gained popularity in 2010 with his third mixtape Finally Famous Vol. 3: Big. He then signed a recording contract with GOOD Music and Def Jam Recordings and released his debut studio album, Finally Famous in 2011, which included the US top 10 single ""Dance (Ass)"" (featuring Nicki Minaj). Anderson followed it with his second album"
GFRIEND,598541,45513479,"GFRIEND (Korean: 여자친구) is a six member girl group from Seoul, South Korea formed in 2015 by Source Music. The group consists of leader Sowon, Yerin, Eunha, Yuju, SinB and maknae Umji. The group debuted on January 15, 2015 with the single 유리구슬 (Glass Bead) from their first mini-album, Season of Glass."
Daddy Yankee,2185150,49892258,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1976), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man"
Iggy Pop,2239746,44307619,"Iggy Pop (born James Newell Osterberg, Jr.; April 21, 1947) is an American singer, songwriter, musician, and actor. Though widely known as an innovator and ""godfather"" of punk rock, Pop's music has encompassed a number of styles over the years, including pop, hard rock, jazz and blues. Pop became known as 'Iggy' in high school, during which time he served as drummer for local blues band The Iguanas. He is vocalist of influential proto-punk band The Stooges (Pop and the other surviving members of the group reunited in 2003)"
Miguel Campello,10851,132798,
Camila Cabello,2354316,126536641,"Karla Camila Cabello Estrabao (born March 3, 1997), known by her stage name Camila Cabello, is a Cuban-Mexican-American singer and songwriter. She is a Latin-influenced pop performer who first came to prominence as a founding member of the girl group Fifth Harmony. Born in Cojimar, Cuba, Cabello moved to Miami, Florida at the age of six. Growing up in a Spanish-speaking environment (born to a Cuban mother and Mexican father), she fostered her love of music by listening to Celia Cruz and Alejandro Fernández."
Julieta Venegas,793647,20450969,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí). Albums. She is radicated in Mexico City"
David Guetta,5144543,184274165,"Pierre David Guetta is a French DJ and music producer. He has sold over 10 million albums and 65 million singles globally, with more than 14 billion streams. In 2011, 2020, and 2021, Guetta was voted the number one DJ in the DJ Mag Top 100 DJs poll. In 2013, Billboard crowned ""When Love Takes Over"" as the number-one dance-pop collaboration of all time, with singer Kelly Rowland. He released his first album, Just a Little More Love, in 2002. Later, he released Guetta Blaster (2004) and Pop Life (2007)."
JJ Lin,128496,4480201,"Lin Jun Jie was born in Singapore and graduated from Saint Andrew's Junior College before launching his musical career in Taiwan. He is of Fujian descent. In addition to English, Mandarin and Hokkien, he is also able to speak Cantonese and has released several cover versions of his songs in Cantonese. He came to musical prominence and success in the Greater China region. In Taiwan, he was awarded the ""Best New Artist"" award in the Taiwan Golden Melody Awards."
MONSTA X,557207,65756390,"MONSTA X (몬스타엑스) is a South Korean hip-hop group under Starship Entertainment, formed in 2015. Currently consisting of Shownu, Minhyuk, Kihyun, Hyungwon (DJ H.ONE), JOOHONEY and I.M. Originally a seven-member group, WONHO left in October 2019. Before their debut, the boys participated in the survival show NO.MERCY. The group name has the double meaning of monsters conquering the K-pop scene and my star (MON means 'my' in French). X is an unknown existence."
India Martinez,53343,625974,"Born in Córdoba, she started studying flamenco while she was just 5 under the guidance of teacher Nieves Camacho. The family moved to Roquetas de Mar (Almería) when she was 11 years old. She sang on the local fishing port area, becoming popular as ""La Niña del Puerto"". In 1998, at age 13, she took part in the children talent show Veo, Veo hosted by Teresa Rabal, reaching the Andalusian finals. She was offered a scholarship by the Fundación Cristina Heeren to learn flamenco in Seville."
Traviezoz de la Zierra,23194,295961,
Cabas,115620,1103050,"Andrés Mauricio Cabas, or just Cabas (born 7 October 1977) is a Colombian musician. His music, which is slowly gaining popularity, is distinguished by its catchy and Caribbean sounding songs. Cabas released his self-titled album, ""Cabas"", in 2000, which he hoped to be popular and joyful. It became a huge success in Colombia, where his single Mi Bombón (My Lollipop) lead the charts of radio stations for three consecutive months, earning him a Gold Disc and a double Platinum disc."
Carlos Baute,283240,2575576,"Carlos Roberto Baute Jiménez (born March 8, 1974; Caracas, Venezuela), best known as Carlos Baute, is a Venezuelan singer and television host. His music is mostly in the Latin pop genre, with some ballads and Bachata. He is the son of Alfonso Baute and Clara Jiménez and he is of Spanish (his father is from Tenerife and his maternal great-grandparents are from Galicia), Cuban (his maternal grandmother) and Venezuelan descent. At age 13, he started a band called ""Los Chamos"" and released an album entitled ""Con un poco de Amor""."
Gilberto Gil,789234,21828254,"Gilberto Gil (born 26 June, 1942) is a Brazilian singer, guitarist and songwriter, and Brazil's former minister of culture. He began his career as a bossa nova musician, but soon began writing songs that reflected a new focus on political awareness and social activism, along with fellow singer Caetano Veloso. In the 1970s, Gil added new elements of African and North American music to his already broad palette, and continued to release a steady stream of albums, including Realce and Refazenda."
Michel Teló,566620,4911069,"Michel Teló (Medianeira, January 21, 1981) is a Brazilian singer and composer. Teló was part of two music groups but was in Group Tradition that his career as a singer took off. The group's biggest hits, were ""Goodbye"", ""The Cauldron"", ""Forever My Life"", ""The Brazilian"", and ""I Want You"". In addition to being a singer-songwriter he is also a dancer and plays the accordion and harmonica. Teló received international fame when many football players used the signature dance to ""Ai Se Eu Te Pego"" during goal celebrations"
J Balvin,1788963,62328597,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city. Though his music is primarily reggaeton"
Paul McCartney,3247048,84650177,"Sir James Paul McCartney CH MBE (born 18 June 1942) is an English singer, songwriter, musician, and record and film producer who gained worldwide fame as co-lead vocalist and bassist for the Beatles. His songwriting partnership with John Lennon remains the most successful in history. After the group disbanded in 1970, he pursued a solo career and formed the band Wings with his first wife, Linda, and Denny Laine. A self-taught musician, McCartney is proficient on bass, guitar, keyboards, and drums."
Kany García,118809,1770527,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show. Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived."
G-DRAGON,508632,29369594,"Kwon Jiyong (Hangul: 권지용; born August 18, 1988 in Seoul, South Korea), known by his stage name G-DRAGON, is the leader of the YG Entertainment Korean boy group BigBang. Jiyong is the vocalist/rapper of the group, alongside T.O.P. He is a widely-accepted and talented songwriter, having won the ‘Songwriter Award’ in 2007 from MKMF. Jiyong has taken on an active role of composing songs for Big Bang, such as their hit song 'Haru Haru'. He was originally supposed to debut as a child hip-hop artist in hope of gaining fame"
La Oreja de Van Gogh,648399,19290810,"La Oreja de Van Gogh (English: Van Gogh's Ear) is a Spanish band. The name of the band references the Dutch painter Vincent Van Gogh who allegedly cut off his own ear. It was formed in Spain in 1996, when guitarist Pablo Benegas, bassist Álvaro Fuentes, keyboardist Xabi San Martín and drummer Haritz Garde met at university. San Martin was the vocalist until Amaia Montero joined the band by request from Benegas, just after he met her at a dinner party."
Nicolae Guta,40296,663728,"Nicolae Guţă , born Nicolae Linguraru on December 3, 1967 in Petroşani, Romania, is a Romanian manele singer. He had a relationship with Sorina Guţă, another famous manele singer. He later adopted Guţă as a stage name. One of his famous songs is ""Aş renunţa"". In 2007 he released a cover version of the third-placed song in ESC 2006 (Lejla, by Hari mata Hari), renaming it ""Cine eşti?"" (Who are you?)."
Rihanna,8183117,582770297,"Robyn Rihanna Fenty (born February 20, 1988), professionally known mononymously as Rihanna, is a Barbadian singer, songwriter, actress, businesswoman, entrepreneur and fashion designer. She has attained fourteen Billboard Hot 100 number ones thus far and is the second Barbadian artist to win a Grammy Award. She is also a cultural ambassador for Barbados. In 2021, Rihanna was named a ""National Hero"" in her home country, earning her the title ""The Right Excellent."""
St. Paul & The Broken Bones,317356,4440386,"St. Paul and The Broken Bones is a six-piece soul band based in Birmingham, Alabama, United States that formed in 2012. The band is composed of Paul Janeway (vocals), Browan Lollar (guitar), Jesse Phillips (bass), Andrew Lee (drums), Al Gamble (keys), and Allen Branstetter (trumpet). The band tours with both trombone and baritone saxophone as well. Janeway is a young man who began wailing straight out of the womb, and most folks would agree that he hasn’t stopped since."
Too $hort,550219,4839805,"Todd Anthony Shaw (born April 28, 1966 in South Los Angeles, California), better known by his stage name Too $hort, is an American rapper and actor. He is considered the forefather of hip-hop in Oakland and the Bay Area, California. Through his music, Too $hort has cultivated a persona of a no-nonsense pimp, and is widely credited for popularizing pimp culture in hip hop, along with Snoop Dogg, Ice-T and Slick Rick. In 1983, Too $hort released his first album"
High Density,644,2826,
Margo Guryan,609426,9294208,"Margo Guryan (born in New York City on 20 September 1937; died 10 November 2021) was an American songwriter, singer, musician and lyricist who is remembered for her 1968 album ""Take A Picture"". At the height of her career her songs were recorded by some of pop music’s most important stars: Mama Cass, Bobbie Gentry and Glen Campbell, Astrud Gilberto, Julie London, Jackie DeShannon, Carmen McCrae, The Lennon Sisters, and Claudine Longet. Her first song to be recorded was ""Moon Ride"" by the jazz singer Chris Connor in 1958"
Astrud C,979,2752,
Massey,9064,163622,"Massey is a Zimbabwean born creative who is am EMCEE, Designer, Poet, and Social Commentator. He uses various forms of media including Digital, Audio Visual, and Traditional media. Massey holds a Graphic Design Hons degree from wjich he graduated Cum Laude from the Nelson Mandela University. As a Zimbabwean hip hop enthusiasts, Massey aims to promote the culture and reflect societal issues through his Art."
Ricky Martin,1622474,18747607,"Ricky Martin (born in San Juan, Puerto Rico on December 24, 1971 as Enrique Martin Morales), is a successful Puerto Rican pop singer who rose to fame, first as a member of the Latin boy band Menudo, then as a solo artist since 1990. He has sold over 95 million albums since the start of his career. He is widely regarded as the King of Latin Pop, and is considered to have opened the doors for some of his fellow Latin American singers like Jennifer Lopez and Shakira."
Katy Perry,7030488,428277038,"Katheryn Elizabeth Hudson, known professionally as Katy Perry (born October 25, 1984, in Santa Barbara, CA), is an American singer, songwriter, and television judge. The story of someone who was born into a Christian environment and who, years later, would become a pop music star. Muse of those who feel different or excluded, Katy Perry got her first guitar (from the church) at the age of thirteen and dreamed of it, as many young people do. The difference is that she did it."
Lady Gaga,7612709,1006914473,"Stefani Joanne Angelina Germanotta, known professionally as Lady Gaga, (born March 28, 1986 in New York, NY) is an American singer, songwriter and actress. She is known for her image reinventions and musical versatility. Gaga began performing as a teenager, singing at open mic nights and acting in school plays. She studied at Collaborative Arts Project 21, through the New York University Tisch School of the Arts, before dropping out to pursue a career in music."
48th St. Collective,61939,388683,
Caroline Polachek,1075751,93349930,"Caroline Elizabeth Polachek is an American singer, songwriter and producer. Raised in Connecticut, Polachek co-founded the indie pop band Chairlift while studying at the University of Colorado. The duo emerged from the late-2000s Brooklyn music scene with the sleeper hit ""Bruises"". During her time in the band, she worked on the solo projects Ramona Lisa and CEP before embarking on a career under her own name after Chairlift's disbandment in 2017."
T.I.,3359752,52987292,"Clifford Joseph Harris Jr. (born September 25, 1980 in Bankhead, Atlanta, Georgia), better known by his stage name T.I., and also by his alter ego T.I.P., is a Grammy award winning American rapper, producer, actor, and co-CEO of Grand Hustle Records. In 2001 he released his debut solo album, I'm Serious through Arista Records. Since then he has released 2003's Trap Muzik, 2004's Urban Legend, 2006's King, 2007's T.I. vs. T.I.P, 2008's Paper Trail, and his latest CD No Mercy released December 7, 2010."
Tess,68864,474246,"There are currently 5 acts listed under the solo/band name TESS. (1) Tess is a French metal\hardcore band. (2) Tess is a band from Memphis, TN featuring members of Neev, Blesser, and Niur. (3) Tess is a Swedish eurodance artist . (4) Tess were a female Spanish pop band. (5) Tess Gaerthé , known as Tess is a young singer from the Netherlands. (6) TESS is a male singer songrwiter from the UK. His song ""Save me from myself"" is currently featured on last."
Francesco Yates,53895,237418,"Francesco Yates (born September 11, 1995) is a Canadian singer-songwriter. Yates was born in Toronto and started writing music at the age of 11. He signed to Atlantic Records when he was 16. His self-titled debut EP, released on September 11, 2015, was co-produced by Robin Hannibal and Pharrell Williams. In 2015, Yates received the Heatseeker Award at the Canadian Radio Music Awards and performed at the official Canada Day celebration in Ottawa."
Edward Maya,1188891,12594423,"Edward Maya born Eduard Marian Ilie on June 29, 1986 is a Romanian DJ, performer and record producer of electronic dance music. Being raised in an environment that treasures the true artistic value of musicianship and revels in the mastering of instrumental skill, it was Edward's deep rooted love and passion for music that encouraged him to start his career as an international artist attending Bucharest's George Enescu Music High School. While continuing his studies at the Bucharest Conservatory"
GOT7,607747,51057280,"GOT7 are a seven member South Korean pop boy group formed by JYP Entertainment in late 2013. The group members include leader Jay B, Mark Tuan, Jackson Wang, Jinyoung, Youngjae, BamBam and Yugyeom. They made their official debut on January 16, 2014 on Mnet's M! Countdown, performing their debut single ""Girls Girls Girls"". It was announced that they left JYP Entertainment on January 19th, 2021, following the expiration of their contract. On February 20, 2021, GOT7 released its first single after leaving JYP Ent."
Fetty Wap,1655776,31586921,"Willie Maxwell II (born June 7, 1991), better known by his stage name Fetty Wap, is an American hip hop recording artist from Paterson, New Jersey. He began taking interest in music in 2013. Initially starting off as only a rapper, he later decided to start singing as well because he ""wanted to do something different"". He was nicknamed ""Fetty"" (slang for money) as he was known for making money. ""Wap"" was added to the end of the name to perform under in tribute to Gucci Mane's alias, GuWop."
María Artés,2506,19933,
Junggigo,137868,1330104,"Go Jung-gi (정기고, born September 5, 1980), better known by his stage name Junggigo, is a South Korean singer. He officially debuted with the single ""Byebyebye"" on December 22, 2008."
Ophélie Gaillard,5961,74760,"Voted ‘Revelation: Solo Instrumentalist of the Year’ at the French Classical Music Awards (Victoires) in 2003, the Franco-Swiss cellist Ophélie Gaillard soon distinguished herself as a versatile musician, performing with equal passion music of the Baroque, Classical, Romantic and Contemporary periods. The winner of several international competitions, notably the J. S. Bach International Cello Competition in Leipzig, she gives recitals in the world’s great concert halls and champions the solo cello repertoire"
Romain Lécuyer,1,1,
Diana Martinez,2687,16255,
System,53336,378488,"System is a name of at least four acts: 1) A Danish producer trio (aka Future 3). 2) A Swedish retro-synthpop duo. 3) A UK drum and bass producer (aka MC System). 4) A German punk band from the early 80s. 5) A Bulgarian black metal band. 1) A Copenhagen, Denmark producer trio, of Thomas Knak (aka Opiate, producer of two tracks on Björk's ""Vespertine""), Anders Remmer (aka Dub Tractor) and Jesper Skaaning (aka Acustic). Since 1995, they have been releasing, increasingly pop-oriented, albums as Future 3."
The Nativos,369,1281,
Moderat,737621,32617261,"Moderat is Modeselektor and Apparat. Moderat's formation began back in 2002 in Berlin, Germany when Sascha Ring (aka Apparat) and Gernot Bronsert and Sebastian Szary (aka Modeselektor) recorded an EP for the record label BPitch Control (""Auf Kosten der Gesundheit""). When it came time to begin working on an album, Moderat suddenly broke up. Meanwhile Modeselektor set a milestone in German music history with their sophomore album, Happy Birthday!, including musicians such as Puppetmastaz, Maximo Park and Thom Yorke."
Pastora Soler,48636,767020,"Pilar Sánchez Luque (born September 27, 1978 in Coria del Río, Seville), better known by her stage name Pastora Soler, is a Spanish singer. She is also a songwriter and her compositions usually mix copla or flamenco with or pop or electronic music. Soler represented Spain in the Eurovision Song Contest 2012 in Baku, Azerbaijan with ""Quédate Conmigo (Stay With Me)"". A precocious chanteuse, she started singing coplas and flamenco songs at several events when she was a child."
Röyksopp,2340552,90866823,"Röyksopp is a Norwegian electronic music duo formed in 1998 in Tromsø and currently based in Bergen. The band consists of Torbjørn Brundtland and Svein Berge, both being songwriters, producers and remixers. They usually rely on the use of other vocalists for their songs and occasionally they perform the vocal parts. The Norwegian word ""røyksopp"" means puffball fungus (literally ""smoke mushroom""), but the band has stated in interviews that they are actually referring to the mushroom cloud created by atomic bombs."
Robin Thicke,1838862,21235907,"Robin Charles Thicke (born March 10, 1977 in Los Angeles, California) is a Grammy-winning American pop and R&B singer-songwriter, producer, and actor signed to Pharrell Williams' Star Trak label. Also known for being the son of performer Alan Thicke, he released his debut album, called 'A Beautiful World', in 2003. He has gone on to release 2006's 'The Evolution of Robin Thicke', 2008's 'Something Else', 2009's 'Sex Therapy', 2011's 'Love After War', 2013's 'Blurred Lines', and 2014's 'Paula'."
Ariana Grande,4390961,1072598487,"Ariana Grande-Butera, better known professionally as simply Ariana Grande, is an American singer, songwriter and actress. She is a multi-platinum, Grammy Award-winning recording artist. Born in Boca Raton, Florida, Grande began her career in 2008 in the Broadway musical ""13"". She rose to prominence for her role as Cat Valentine in the Nickelodeon television series, Victorious (2010–2013) and in its spin-off, Sam & Cat (2013–2014). As she grew interested in pursuing a music career"
Men Without Hats,733918,5843843,"Men Without Hats are a Canadian new wave, rock and synthpop group from Montreal, Quebec, Canada that formed in 1977, achieving their most popularity in the 80s. Best known for their international top 40 hits ""The Safety Dance"" and ""Pop Goes The World"", they're characterized by the deep, expressive vocals of their lead singer and their elaborate use of synthesizers and electronic processing. Men Without Hats were always, at the core, Ivan Doroschuk"
Los Flechazos,16775,191525,
Ricardo Arjona,397462,9996724,"Edgar Ricardo Arjona Morales, (born 19 January 1964, Jocotenango, Guatemala), known as Ricardo Arjona (pronounced /aɾ'xona/), is a popular Guatemalan singer. He has won two Grammy Awards from three nominations: The 2007 Grammy for Best Latin Pop Album and the 2006 Latin Grammy for Best Male Pop Vocal Album, both for his album Adentro, (2005). History Ricardo was born in the village of Jocotenango, near Antigua, Guatemala to Ricardo Arjona Moscoso and Noemí Morales de Arjona."
Enrique Iglesias,2662950,53153099,"Enrique Miguel Iglesias Preysler (born 8 May 1975) is a Spanish singer and songwriter. He started his recording career in the mid-1990s on the Mexican label Fonovisa and became the bestselling Spanish-language act of the decade. By the turn of the millennium, he made a successful crossover into the mainstream English-language market. He signed a multi-album deal with Universal Music Group for US$68 million with Universal Music Latino to release his Spanish albums and Interscope Records to release English albums."
Chayanne,506600,7171199,"Chayanne (born June 29, 1969)is a Latin Pop singer who was born as Elmer Figueroa de Arce in San Lorenzo, Puerto Rico. Figueroa began using the artistic name of ""Chayanne"" when he was a little kid. He auditioned for Menudo, but was told that at the time that he was too young for the group. He didn't give up and he heard that Titi Soto was trying to create a new group that would compete with Menudo, and so he went and tried out. He was chosen for the group and his meteoric rise to the top began."
Lilly Wood and the Prick,816692,7579844,
Pitingo,33342,259303,"Antonio Manuel Álvarez Vélez (Ayamonte, Huelva, 1981) conocido artísticamente como Pitingo es un cantaor de flamenco español y soul latino Nieto de ‘La Pitinga’, hijo de un marinero pesquero, como su abuelo –luego dejó su padre el barco y se fue a la Guardia Civil- y de madre gitana. En ese mundo y en ese ambiente, decidió declinarse por el flamenco y el soul. En la actualidad, novio de María José Fonseca, una salmantina afincada en Valladolid."
Vali Vijelie,9692,116209,Manele artist from Romania. Real bo$$. http://www.best-backlinks.blogspot.com
Selena Gomez,3119938,200690006,"Selena Marie Gomez (born July 22, 1992) is an American actress, singer, and businesswoman. She began her career as a child actress on the children's television series Barney & Friends (2002–2004) and later gained prominence for her role as Alex Russo on the Disney Channel sitcom Wizards of Waverly Place (2007–2012). In 2008 she signed with Hollywood Records and formed the band Selena Gomez & the Scene, which released the albums ""Kiss & Tell"" (2009), ""A Year Without Rain"" (2010), and ""When the Sun Goes Down"" (2011)."
Lilboi,38162,570142,
Girls' Generation,905581,68521873,"Girls’ Generation, also known as SNSD, the acronym of So Nyuh Shi Dae (소녀시대), is a South Korean nine-member girl group formed by SM Entertainment in 2007. The group debuted on SBS’s Popular Songs (SBS Inkigayo) on August 5, 2007, performing their first single, “Into the new world”. Girls’ Generation sold 100,000 copies of their first album in South Korea, being the first girlgroup to do so since 2002. In 2011, they released their first English single, “The Boys” in the United States."
FKA twigs,1636743,147490160,"Tahliah Debrett Barnett (born 16 January 1988), known professionally as FKA twigs, is an English singer, songwriter, and dancer. Born and raised in Cheltenham, Gloucestershire, she became a backup dancer for numerous famous musicians after moving to London at the age of 17, and made her own musical debut with EP1 (2012) and EP2 (2013). Barnett's debut studio album, LP1 (2014), reached number 16 on the UK Albums Chart and number 30 on the US Billboard 200."
Icona Pop,2081952,27262152,"Icona Pop are a Swedish duo who were formed in 2009, with electro house, punk and indie pop music influences. The two members, Caroline Hjelt and Aino Jawo, who grew up in Stockholm, Sweden, wanted to create music ""which you can both laugh and cry with at the same time"". They signed to TEN Music Group in 2009. In late 2010, their song ""Manners"" was featured on Kitsuné Maison Compilation 10. ""Manners"" was later released as their debut single in 2011."
Niña Pastori,139211,1155443,"Niña Pastori is a Spanish flamenco singer (cantaora). She was born María Rosa García García in San Fernando (Cádiz) on 15 January 1978. The youngest of five siblings and only daughter of a military man (José) and gypsy flamenco singer La Pastori, she started her artistic career at a very young age. By the time she was six, she was accompanying her mother to the flamenco tablaos of her neighborhood, ""el Boquete"". A year later she won a contest in San Fernando"
